Category,Paper Name,Authors,Link to Paper,Abstract (truncated),OpenReview,arXiv
VLA Models,From Pixels to Tokens: A Systematic Study of Latent Action Supervision for Vision-Language-Action Models,Yihan Lin; Haoyang Li; Yang Li; Haitao Shen; Yihan Zhao; Chao Shao; Jing Zhang,https://icml.cc/virtual/2026/poster/63621,"Latent actions serve as an intermediate representation that enables consistent modeling of vision-language-action (VLA) models across heterogeneous datasets. However, approaches to supervising VLAs with latent actions are fragmented and lack a systematic comparison. This work structures the study of latent action supervision from two perspectives: (i) regularizing the trajectory via image-based latent actions, and (ii) unifying the target space with action-based latent actions. Under a unified VLA baseline, we instantiate and compare four representative integration strategies. Our results reve",https://openreview.net/forum?id=VMsumctGvg,
VLA Models,HALO: A Unified Vision-Language-Action Model for Embodied Multimodal Chain-of-Thought Reasoning,Quanxin Shou; Fangqi Zhu; Shuang Chen; Puxin Yan; Zhengyang Yan; Yikun Miao; Xiaoyi Pang; Zicong Hong; Ruikai Shi; Hao HUANG; Jie ZHANG; Song Guo,https://icml.cc/virtual/2026/poster/61922,"Vision–Language–Action (VLA) models have shown strong performance in robotic manipulation, but often struggle in long-horizon or out-of-distribution scenarios due to the lack of explicit mechanisms for multimodal reasoning and anticipating how the world will evolve under action. Recent works introduce textual chain-of-thought or visual subgoal prediction within VLA models to reason, but still fail to offer a unified human-like reasoning framework for joint textual reasoning, visual foresight, and action prediction. To this end, we propose HALO, a unified VLA model that enables embodied multimo",https://openreview.net/forum?id=lduY9csXqw,
VLA Models,HiMe: Hierarchical Embodied Memory for Long-Horizon Vision-Language-Action Control,Li Ji; Siyin Wang; Pengfang Qian; Xiaopeng Yu; Yihai Tian; Zhaoye Fei; Jingjing Gong; Xipeng Qiu,https://icml.cc/virtual/2026/poster/60897,"Current Vision-Language-Action (VLA) models excel at robotic manipulation but often struggle with non-Markovian tasks requiring long-term memory and reasoning due to their reliance on immediate observations. Existing solutions face a frequency-competence paradox, where high-performance models are too slow for real-time control, while faster models lack sufficient reasoning capabilities. To resolve this architectural misalignment, we propose HiMe , a Hierarchical Embodied Memory framework that decouples embodied intelligence into a high-frequency Executor for execution, a Sentry for working mem",https://openreview.net/forum?id=vVVbGj9cMC,
VLA Models,LARA: Latent Action Representation Alignment for Vision-Language-Action Models,Mengya Liu; Baoxiong Jia; Jiangyong Huang; Jingze Zhang; Siyuan Huang,https://icml.cc/virtual/2026/poster/61232,"Visual-language action (VLA) models enable robots to predict actions directly from observations and language instructions, but their performance depends on large-scale, high-quality data and is limited by the scarcity of real-world robot action datasets. To facilitate VLA model learning with abundant unlabeled human videos, Latent Action Models (LAM) learn latent action representations from visual dynamics to provide additional supervision for VLA learning. However, LAM and VLA are typically trained separately, leaving LAM ungrounded during VLA training and VLA models constrained by frozen LAM",https://openreview.net/forum?id=sQTzABTEQM,https://arxiv.org/abs/2606.07100
VLA Models,LaST$_{0}$: Latent Spatio-Temporal Chain-of-Thought for Robotic Vision-Language-Action Model,Zhuoyang Liu; Jiaming Liu; Hao Chen; Jiale Yu; Ziyu Guo; Chengkai Hou; Xiangju Mi; Chenyang Gu; Renrui Zhang; Kun Wu; Zhengping Che; Jian Tang; Pheng Ann Heng; Shanghang Zhang,https://icml.cc/virtual/2026/poster/61887,"Vision-Language-Action (VLA) models have recently shown strong generalization, with some approaches seeking to explicitly generate linguistic reasoning traces or predict future observations prior to execution. However, explicit reasoning typically incurs non-negligible inference latency, which constrains the temporal resolution required for robotic manipulation. Moreover, such reasoning is confined to the linguistic space, imposing a representational bottleneck that struggles to faithfully capture ineffable physical attributes. To mitigate these limitations, we propose LaST$_0$, a framework th",https://openreview.net/forum?id=lwOoBzJykL,https://arxiv.org/abs/2601.05248
VLA Models,Latent Reasoning VLA: Latent Thinking and Prediction for Vision-Language-Action Models,Shuanghao Bai; Jing Lyu; Wanqi Zhou; Zhe Li; Dakai Wang; Lei Xing; Xiaoguang Zhao; Pengwei Wang; Zhongyuan Wang; Cheng Chi; Badong Chen; Shanghang Zhang,https://icml.cc/virtual/2026/poster/64290,"Vision-Language-Action (VLA) models benefit from Chain-of-Thought (CoT) reasoning, but existing approaches incur high inference overhead and rely on discrete reasoning representations that mismatch continuous perception and control. We propose Latent Reasoning VLA (LaRA-VLA), a unified VLA framework that internalizes multi-modal CoT reasoning into continuous latent representations for embodied action. LaRA-VLA performs unified reasoning and prediction in latent space, eliminating explicit CoT generation at inference time and enabling efficient, action-oriented control. To realize latent embodi",https://openreview.net/forum?id=P64X2q1n1H,https://arxiv.org/abs/2602.01166
VLA Models,Motion Dynamics Learning for Few-Shot Embodied Adaptation,Sibo He; Weiying Xie; Daixun Li; Junhao Zhong; Jiayun Tian; Yunke Wang; Leyuan Fang; Gang He; Yunsong Li,https://icml.cc/virtual/2026/poster/65344,"Vision-Language-Action (VLA) models have shown strong potential for robotic manipulation, yet adapting pretrained models to novel tasks typically relies on substantial task-specific demonstrations, limiting scalability. Current VLA methods mostly focus on action imitation, which ignores the richer structure contained in trajectories. In contrast, motion dynamics governing how actions evolve over time are more informative and transferable, making them better suited for few-shot adaptation. Motivated by this idea, we propose DynVLA, a few-shot adaptation system that reformulates VLA learning fro",https://openreview.net/forum?id=EW7FmahpLs,
VLA Models,Neural Implicit Action Fields: From Discrete Waypoints to Continuous Functions for Vision-Language-Action Models,Haoyun Liu; Jianzhuang Zhao; Xinyuan Chang; Tianle Shi; Chuanzhang Meng; Jiayuan Tan; Feng Xiong; Tong Lin; Dongjie Huo; Mu Xu; SongLin Dong; Zhiheng Ma; Yihong Gong; Sheng Zhong,https://icml.cc/virtual/2026/poster/64538,"Despite the rapid progress of Vision-Language-Action (VLA) models, the prevailing paradigm of predicting discrete waypoints remains fundamentally misaligned with the intrinsic continuity of physical motion. This discretization imposes rigid sampling rates, lacks high-order differentiability, and introduces quantization artifacts that hinder precise, compliant interaction. We propose Neural Implicit Action Fields (NIAF), a paradigm shift that reformulates action prediction from discrete waypoints to continuous action function regression. By utilizing an MLLM as a hierarchical spectral modulator",https://openreview.net/forum?id=MWEh9IPz8N,https://arxiv.org/abs/2603.01766
VLA Models,NeurVLA: Unleashing Failure-Handling Capability of Vision-Language-Action Models via Neural-Symbolic Reasoning,Xuqi Liu; Minghe Gao; Juncheng Li; Siliang Tang,https://icml.cc/virtual/2026/poster/63650,"Vision-Language-Action models have recently shown promising progress in embodied robotic manipulation, yet their generalization to diverse open-ended embodied tasks is often hindered by execution failures. While prior work has explored failure handling, existing approaches still suffer from two fundamental limitations: coarse-grained failure correction and unreliable failure prevention. These limitations lead to brittle decision-making when VLA models are deployed in novel tasks and environments. To address them, we propose NeurVLA, a neural-symbolic framework that jointly addresses failure co",https://openreview.net/forum?id=V0OaAHqBUy,
VLA Models,Pretrained Vision-Language-Action Models are Surprisingly Resistant to Forgetting in Continual Learning,Huihan Liu; Changyeon Kim; Bo Liu; Minghuan Liu; Yuke Zhu,https://icml.cc/virtual/2026/poster/63561,"Continual learning is a long-standing challenge in robot policy learning, where a policy must acquire new skills over time without catastrophically forgetting previously learned ones. While prior work has extensively studied continual learning in relatively small behavior cloning (BC) policy models trained from scratch, its behavior in modern large-scale pretrained Vision-Language-Action (VLA) models remains underexplored. In this work, we find that pretrained VLAs are remarkably resistant to forgetting compared with smaller policy models trained from scratch. Simple Experience Replay (ER) wor",https://openreview.net/forum?id=VzdSHEab4G,https://arxiv.org/abs/2603.03818
VLA Models,RA-VLA: Retrieval-Augmented VLA for Test-Time Adaptation,Sanghwan Jang; Minjin Jeon; Minsoo Kim; Seong Jin Choi; Dongha Kim; Hwanjo Yu,https://icml.cc/virtual/2026/poster/60980,"Vision-Language-Action (VLA) models provide a versatile foundation for general robotic manipulation, yet they exhibit significant brittleness when confronted with novel task distributions. While In-Context Imitation Learning (ICIL) offers a training-free alternative, existing frameworks suffer from an adaptation bottleneck that hinders the effective translation of expert context to actions. This failure originates from superficial retrieval mechanisms and an entrenched behavioral inertia that anchors the policy to its pre-trained priors. To address these limitations, we present RA-VLA, a retri",https://openreview.net/forum?id=ut6HebnnQe,
VLA Models,Reflex: Real-Time Vision-Language-Action Control  through Streaming Inference,Yuanchun Guo; Bingyan Liu,https://icml.cc/virtual/2026/poster/63338,"Flow matching Vision-Language-Action (VLA) models promise precise continuous control, but their iterative denoising nature introduces fundamental incompatibilities with real-time robotics: global timestep injection invalidates KV-caching, forcing a choice between slow $O(N^2)$ re-computation or mathematically incorrect cache reuse. We present \textbf{Reflex}, a framework that enables \textit{real-time streaming inference} for flow matching policies by exploiting the \textit{Timestep-Invariance Property}---that perception encoders are functionally independent of the denoising loop. Reflex parti",https://openreview.net/forum?id=XzsZK1hvpv,
VLA Models,RoboMME: Benchmarking and Understanding Memory for Robotic Generalist Policies,Yinpei Dai; Hongze Fu; Jayjun Lee; Yuejiang Liu; Haoran Zhang; Jianing Yang; Chelsea Finn; Nima Fazeli; Joyce Chai,https://icml.cc/virtual/2026/poster/65933,"Memory is critical for long-horizon and history-dependent robotic manipulation. Such tasks often involve counting repeated actions or manipulating objects that become temporarily occluded. Recent vision-language-action (VLA) models have begun to incorporate memory mechanisms; however, their evaluations remain confined to narrow, non-standardized settings. This limits their systematic understanding, comparison, and progress measurement. To address these challenges, we introduce **RoboMME**: a large-scale standardized benchmark for evaluating and advancing VLA models in long-horizon, history-dep",https://openreview.net/forum?id=8m30ogkPk2,https://arxiv.org/abs/2603.04639
VLA Models,RoboTwin 2.0: A Scalable Data Generator and Benchmark with Strong Domain Randomization for Robust Bimanual Robotic Manipulation,Tianxing Chen; Zanxin Chen; Baijun Chen; Zijian Cai; Yibin Liu; Zixuan Li; Qiwei Liang; Xianliang Lin; Yiheng Ge; Zhenyu Gu; Weiliang Deng; Yubin Guo; Tian Nian; Xuanbing Xie; Qiangyu Chen; KailunSu; Tianling Xu; Guodong Liu; Mengkang Hu; Huan-ang Gao; Kaixuan Wang; Zhixuan Liang; Yusen Qin; Xiaokang Yang; Ping Luo; Yao Mu,https://icml.cc/virtual/2026/poster/62192,"Simulation-based data synthesis has emerged as a powerful paradigm for enhancing real-world robotic manipulation. However, existing synthetic datasets remain insufficient for robust bimanual manipulation due to two key challenges: (1) the lack of an autonomous self-correcting mechanism to resolve execution failures in complex coordination tasks, and (2) the scarcity of diverse visual and spatial variations required to bridge the sim-to-real gap. To this end, we present RoboTwin 2.0, a scalable simulation framework that enables closed-loop, automated, large-scale generation of diverse and reali",https://openreview.net/forum?id=itonej9GIV,
VLA Models,SafeLab: An Interactive High-Fidelity Benchmark for Embodied Safety in Scientific Robotics,Fengshuo Bai; Yufeng Li; Ruihai Wu; Peishuo Wang; Yuhan Wang; Bernie Zhu; Yuanfei Wang; Tawei Chou; Gao; Runchuan Zhu; Ying Wen; Yaodong Yang; Yuanpei Chen,https://icml.cc/virtual/2026/poster/61584,"Laboratory automation driven by scientific embodied agents represents a critical frontier in modern laboratories. Unlike conventional robotic domains, laboratory environments impose zero-tolerance constraints on manipulation precision and collision, as minor deviations can lead to irreversible chemical hazards or equipment damage. This naturally makes the automated laboratory an ideal testbed for advancing embodied safety. However, existing benchmarks predominantly feature high-tolerance manipulation tasks where intermediate failures are largely reversible. More critically, current Vision-Lang",https://openreview.net/forum?id=ojwpa0wXo9,
VLA Models,SCALE: Self-uncertainty Conditioned Adaptive Looking and Execution for Vision-Language-Action Models,Hyeonbeom Choi; Daechul Ahn; Youhan Lee; Taewook Kang; Seongwon Cho; Jonghyun Choi,https://icml.cc/virtual/2026/poster/66066,"Vision-Language-Action (VLA) models have emerged as a promising paradigm for general-purpose robotic control, with test-time scaling (TTS) gaining attention to enhance robustness beyond training. However, existing TTS methods for VLAs require additional training, verifiers, and multiple forward passes, making them impractical for deployment. Moreover, they intervene only at action decoding while keeping visual representations fixed—insufficient under perceptual ambiguity, where reconsidering how to perceive is as important as deciding what to do. To address these limitations, we propose SCALE,",https://openreview.net/forum?id=7MlfE2Da2W,https://arxiv.org/abs/2602.04208
VLA Models,Scaling by Diversified Experience for Vision-Language-Action Models,Leiyu Wang; Zhaofengnian Wang; Xueqi Li; Luoyi Fan; Cewu Lu; Nanyang Ye,https://icml.cc/virtual/2026/poster/62749,"Vision-Language-Action models face significant challenges in real-world deployment due to the entanglement of high-level reasoning with low-level control, and the instability of policy optimization. In this paper, we introduce SyVLA, a robust VLA model trained with diversified experiences. We propose an Intention Decoupling algorithm to isolate control-relevant features from reasoning contexts and a similar-sample guided RL pipeline to stabilize policy updates and mitigate distribution shift. Extensive experiments on real-world robotic tasks and multi-modal benchmarks demonstrate that SyVLA ac",https://openreview.net/forum?id=diM2jCKgZW,https://arxiv.org/abs/2606.09009
VLA Models,See What Matters: Differentiable Grid Sample Pruning for Generalizable Vision-Language-Action Model,Yixu Feng; Zinan Zhao; Yanxiang Ma; Chenghao Xia; Chengbin Du; Yunke Wang; Chang Xu,https://icml.cc/virtual/2026/poster/65010,"Vision-Language-Action (VLA) models have shown remarkable promise in robotics manipulation, yet their high computational cost hinders real-time deployment. Existing token pruning methods suffer from a fundamental trade-off: aggressive compression using pruning inevitably discards critical geometric details like contact points, leading to severe performance degradation. This forces a compromise, limiting the achievable compression rate and thus the potential speedup. We argue that breaking this trade-off requires rethinking compression as a geometry-aware, continuous token resampling in the vis",https://openreview.net/forum?id=HpIhfqaLwa,https://arxiv.org/abs/2605.11817
VLA Models,Seeing Realism from Simulation: Efficient Video Transfer for Vision-Language-Action Data Augmentation,Chenyu Hui; Xiaodi Huang; Siyu Xu; Yunke Wang; Shan You; Fei Wang; Tao Huang; Chang Xu,https://icml.cc/virtual/2026/poster/61416,"Vision-language-action (VLA) models typically rely on large-scale real-world videos, whereas simulated data, despite being inexpensive and highly parallelizable to collect, often suffers from a substantial visual domain gap and limited environmental diversity, resulting in weak real-world generalization. We present an efficient video augmentation framework that converts simulated VLA videos into realistic training videos while preserving task semantics and action trajectories. Our pipeline extracts structured conditions from simulation via video semantic segmentation and video captioning, rewr",https://openreview.net/forum?id=qOed6VUiqh,https://arxiv.org/abs/2605.02757
VLA Models,Sentinel-VLA: A Metacognitive VLA Model with Active Status Monitoring for Dynamic Reasoning and Error Recovery,Wenhao Li; Xiu Su; Dan Niu; Yichao Cao; Hongyan Xu; Zhe Qu; Lei Fan; Shan You; Chang Xu,https://icml.cc/virtual/2026/poster/61750,"Vision-language-action (VLA) models have advanced the field of embodied manipulation by harnessing broad world knowledge and strong generalization. However, current VLA models still face several key challenges, including limited reasoning capability, lack of status monitoring, and difficulty in self-correction. In this paper, we introduce \textbf{Sentinel-VLA}, a metacognitive VLA model equipped with an active ``sentinel'' module to monitor real-time execution status. Only when necessary, such as during initial planning or upon detecting an error, the model triggers a dynamic reasoning or form",https://openreview.net/forum?id=nEpwtpRWSD,
VLA Models,Spatial Memory for Out-of-Vision Manipulation in Vision-Language-Action,Pengteng Li; Weiyu Guo; He ZHANG; Tiefu Cai; Xiao He; Yandong Guo; Hui Xiong,https://icml.cc/virtual/2026/poster/66214,"We introduce SOMA, the Spatial Memory framework for Out-of-Vision Manipulation in Vision-Language-Action (VLA) models. Most existing VLAs implicitly assume that task-relevant objects are always visible, leading to brittle and reactive behaviors when targets fall outside the camera’s field of view. SOMA addresses this limitation by equipping VLAs with a persistent spatial memory constructed from multi-view observations acquired via a movable head camera, enabling reasoning beyond the current visual frustum. The framework consists of three components: Spatial Memory Construction, which aggregate",https://openreview.net/forum?id=5i888dLp8N,
VLA Models,SpecPrune-VLA: Accelerating Vision-Language-Action Models via Action-Aware Self-Speculative Pruning,Hanzhen Wang; Jiaming Xu; Yushun Xiang; Jiayi Pan; Yongkang Zhou; Yong-Lu Li; Guohao Dai,https://icml.cc/virtual/2026/poster/64525,"Pruning is a typical acceleration technique for compute-bound models by removing computation on unimportant values. Recently, it has been applied to accelerate Vision-Language-Action (VLA) model inference. However, existing acceleration methods focus on local information from the current action step and ignore the global context, leading to $>$20\% success rate drop and limited speedup in some scenarios. In this paper, we point out \textbf{spatial-temporal consistency} in VLA tasks: input images in consecutive steps exhibit high similarity, and propose the key insight that token selection shou",https://openreview.net/forum?id=MjE62ZnpRH,https://arxiv.org/abs/2509.05614
